Species,Genus,areaIntroduced,areaNative,Num_Introduced,Fixer,numOTUs,numGenera,Specialist,Human_Uses,AbsLatNative,LatNative,ChromosomeCount,PloidyLow,diPloidyLow,sfPloidy,disfPloidy,annual,disfPloidy_corrected,subfamily
Abrus_precatorius,Abrus,148000000000,53400000000000,4,1,NA,1,1,7,9.00301812,9.00301812,22,2,0,2,0,0,0,Papilionoideae
Acacia_acuminata,Acacia,0,3330000000000,0,1,NA,NA,NA,2,28.8181412,-28.8181412,26,2,0,2,0,0,0,Mimosoid
Acacia_alata,Acacia,0,2530000000000,0,1,NA,NA,NA,0,25.46607155,-25.46607155,26,2,0,2,0,0,0,Mimosoid
Acacia_ampliceps,Acacia,0,3880000000000,0,1,NA,NA,NA,0,23.4204532,-23.4204532,26,2,0,2,0,0,0,Mimosoid
Acacia_aulacocarpa,Acacia,0,9340000000000,0,1,NA,NA,NA,1,8.51803986,-8.51803986,26,2,0,2,0,0,0,Mimosoid
Acacia_auriculiformis,Acacia,11200000000000,4090000000000,23,1,NA,1,1,4,5.85860106,-5.85860106,26,2,0,2,0,0,0,Mimosoid
Acacia_baileyana,Acacia,10700000000000,6270000000000,13,1,NA,NA,NA,2,26.80596132,-26.80596132,26,2,0,2,0,0,0,Mimosoid
Acacia_berlandieri,Acacia,0,751000000000,0,1,NA,NA,NA,0,25.31401375,25.31401375,26,2,0,2,0,0,0,Mimosoid
Acacia_bonariensis,Acacia,0,4270000000000,0,0,NA,NA,NA,0,26.94705186,-26.94705186,26,2,0,2,0,0,0,Mimosoid
Acacia_brachybotrya,Acacia,115000000000,2010000000000,1,1,NA,NA,NA,0,31.74043124,-31.74043124,26,2,0,2,0,0,0,Mimosoid
Acacia_caffra,Acacia,189000000000,4050000000000,1,1,NA,NA,NA,0,21.71309195,-21.71309195,26,2,0,2,0,0,0,Mimosoid
Acacia_calamifolia,Acacia,1284364074,2010000000000,1,1,NA,NA,NA,1,31.74043124,-31.74043124,26,2,0,2,0,0,0,Mimosoid
Acacia_cardiophylla,Acacia,268000000000,802000000000,2,1,NA,NA,NA,1,32.17021086,-32.17021086,26,2,0,2,0,0,0,Mimosoid
Acacia_catechu,Acacia,2290000000000,8610000000000,5,1,NA,NA,NA,4,22.36270805,22.36270805,26,2,0,2,0,0,0,Mimosoid
Acacia_caven,Acacia,0,5010000000000,0,1,NA,NA,NA,0,27.21964295,-27.21964295,26,2,0,2,0,0,0,Mimosoid
Acacia_cincinnata,Acacia,0,1730000000000,0,1,NA,NA,NA,1,22.57378083,-22.57378083,26,2,0,2,0,0,0,Mimosoid
Acacia_colei,Acacia,0,5610000000000,0,1,NA,NA,NA,3,23.16077529,-23.16077529,52,4,1,4,1,0,1,Mimosoid
Acacia_confusa,Acacia,3580000000000,1250000000000,13,1,NA,NA,NA,3,21.89229771,21.89229771,26,2,0,2,0,0,0,Mimosoid
Acacia_cultriformis,Acacia,20800000000000,2530000000000,13,1,NA,NA,NA,1,25.79163463,-25.79163463,26,2,0,2,0,0,0,Mimosoid
Acacia_dealbata,Acacia,14500000000000,4610000000000,28,1,NA,NA,NA,6,35.13929898,-35.13929898,26,2,0,2,0,0,0,Mimosoid
Acacia_deanei,Acacia,0,3160000000000,0,1,NA,NA,NA,1,16.73557126,-16.73557126,26,2,0,2,0,0,0,Mimosoid
Acacia_decurrens,Acacia,10000000000000,6400000000000,19,1,NA,NA,NA,4,17.04729784,-17.04729784,26,2,0,2,0,0,0,Mimosoid
Acacia_elata,Acacia,9680000000000,3560000000000,11,1,NA,NA,NA,1,29.35867544,-29.35867544,26,2,0,2,0,0,0,Mimosoid
Acacia_elongata,Acacia,0,802000000000,0,1,NA,NA,NA,0,32.17021086,-32.17021086,26,2,0,2,0,0,0,Mimosoid
Acacia_falciformis,Acacia,268000000000,2760000000000,2,1,NA,NA,NA,2,26.81043334,-26.81043334,26,2,0,2,0,0,0,Mimosoid
Acacia_galpinii,Acacia,0,6240000000000,0,1,NA,NA,NA,0,20.01409488,-20.01409488,40,3,1,3,1,0,1,Mimosoid
Acacia_gerrardii,Acacia,0,15000000000000,0,1,NA,NA,NA,0,16.42384857,-16.42384857,52,4,1,4,1,0,1,Mimosoid
Acacia_glaucoptera,Acacia,0,2530000000000,0,1,NA,NA,NA,0,25.46607155,-25.46607155,26,2,0,2,0,0,0,Mimosoid
Acacia_greggii,Acacia,2060000000000,2280000000000,1,0,NA,NA,NA,1,27.19501114,27.19501114,26,2,0,2,0,0,0,Mimosoid
Acacia_hockii,Acacia,0,17500000000000,0,1,NA,NA,NA,0,11.67782942,11.67782942,52,4,1,4,1,0,1,Mimosoid
Acacia_irrorata,Acacia,268000000000,2760000000000,2,1,NA,NA,NA,1,26.80239184,-26.80239184,26,2,0,2,0,0,0,Mimosoid
Acacia_karroo,Acacia,8220000000000,6520000000000,10,1,NA,NA,NA,7,24.27751659,-24.27751659,52,4,1,4,1,0,1,Mimosoid
Acacia_kirkii,Acacia,0,9130000000000,0,1,NA,NA,NA,0,3.778323,3.778323,52,4,1,4,1,0,1,Mimosoid
Acacia_koa,Acacia,85081230499,16858731371,2,1,NA,NA,NA,0,20.26898313,20.26898313,26,2,0,2,0,0,0,Mimosoid
Acacia_leiocalyx,Acacia,0,2530000000000,0,1,NA,NA,NA,0,25.79163463,-25.79163463,26,2,0,2,0,0,0,Mimosoid
Acacia_leucoclada,Acacia,0,2530000000000,0,1,NA,NA,NA,0,25.79163463,-25.79163463,26,2,0,2,0,0,0,Mimosoid
Acacia_ligulata,Acacia,0,7620000000000,0,1,NA,NA,NA,1,25.55398159,-25.55398159,26,2,0,2,0,0,0,Mimosoid
Acacia_longifolia,Acacia,20500000000000,3810000000000,20,1,NA,NA,NA,1,34.81475557,-34.81475557,26,2,0,2,0,0,0,Mimosoid
Acacia_mearnsii,Acacia,17800000000000,6750000000000,34,1,NA,1,1,5,25.13916559,-25.13916559,26,2,0,2,0,0,0,Mimosoid
Acacia_melanoxylon,Acacia,17100000000000,6340000000000,26,1,NA,1,1,4,34.37437305,-34.37437305,26,2,0,2,0,0,0,Mimosoid
Acacia_modesta,Acacia,0,5440000000000,0,1,NA,NA,NA,3,22.67013251,22.67013251,26,2,0,2,0,0,0,Mimosoid
Acacia_nigrescens,Acacia,0,7060000000000,0,1,NA,NA,NA,0,20.7672165,-20.7672165,26,2,0,2,0,0,0,Mimosoid
Acacia_nilotica,Acacia,4860000000000,30700000000000,21,1,NA,NA,NA,6,17.54782283,17.54782283,52,4,1,4,1,0,1,Mimosoid
Acacia_notabilis,Acacia,189000000000,2010000000000,1,1,NA,NA,NA,0,31.74043124,-31.74043124,26,2,0,2,0,0,0,Mimosoid
Acacia_papyrocarpa,Acacia,0,3510000000000,0,1,NA,NA,NA,0,26.80243548,-26.80243548,38,3,1,3,1,0,1,Mimosoid
Acacia_paradoxa,Acacia,4290000000000,6270000000000,8,1,NA,NA,NA,2,26.80596132,-26.80596132,26,2,0,2,0,0,0,Mimosoid
Acacia_podalyriifolia,Acacia,22600000000000,6170000000000,13,1,NA,NA,NA,1,11.17061857,-11.17061857,26,2,0,2,0,0,0,Mimosoid
Acacia_polyacantha,Acacia,25819574428,22900000000000,8,1,NA,NA,NA,2,7.27375193,7.27375193,26,2,0,2,0,0,0,Mimosoid
Acacia_pubescens,Acacia,0,802000000000,0,1,NA,NA,NA,1,32.17021086,-32.17021086,26,2,0,2,0,0,0,Mimosoid
Acacia_pulchella,Acacia,398000000000,2530000000000,3,1,NA,NA,NA,1,25.46607155,-25.46607155,26,2,0,2,0,0,0,Mimosoid
Acacia_rehmanniana,Acacia,0,4390000000000,0,1,NA,NA,NA,0,21.60644316,-21.60644316,52,4,1,4,1,0,1,Mimosoid
Acacia_saligna,Acacia,20300000000000,6270000000000,21,1,NA,3,0,6,26.80241625,-26.80241625,26,2,0,2,0,0,0,Mimosoid
Acacia_senegal,Acacia,9430000000000,27200000000000,3,1,NA,NA,NA,7,12.45705244,12.45705244,26,2,0,2,0,0,0,Mimosoid
Acacia_seyal,Acacia,3610000000000,17900000000000,3,1,NA,NA,NA,5,16.45877917,16.45877917,104,8,1,8,1,0,1,Mimosoid
Acacia_spectabilis,Acacia,2410000000000,2660000000000,2,1,NA,NA,NA,1,16.5401345,-16.5401345,26,2,0,2,0,0,0,Mimosoid
Acacia_spinescens,Acacia,189000000000,1210000000000,1,1,NA,NA,NA,0,31.4539516,-31.4539516,26,2,0,2,0,0,0,Mimosoid
Acacia_suaveolens,Acacia,2120000000000,3940000000000,1,1,NA,NA,NA,1,25.63938184,-25.63938184,26,2,0,2,0,0,0,Mimosoid
Acacia_terminalis,Acacia,319000000000,1100000000000,1,1,NA,NA,NA,1,37.59703205,-37.59703205,26,2,0,2,0,0,0,Mimosoid
Acacia_tetragonophylla,Acacia,0,7390000000000,0,1,NA,NA,NA,2,25.1628483,-25.1628483,26,2,0,2,0,0,0,Mimosoid
Acacia_tortilis,Acacia,3350000000000,25200000000000,4,1,NA,NA,NA,7,7.84844836,7.84844836,78,6,1,6,1,0,1,Mimosoid
Acacia_triptera,Acacia,0,2760000000000,0,1,NA,NA,NA,0,26.80239184,-26.80239184,26,2,0,2,0,0,0,Mimosoid
Acacia_verticillata,Acacia,2280000000000,2080000000000,6,1,NA,NA,NA,1,36.84160801,-36.84160801,26,2,0,2,0,0,0,Mimosoid
Acacia_victoriae,Acacia,0,7620000000000,0,1,NA,NA,NA,3,25.55398159,-25.55398159,26,2,0,2,0,0,0,Mimosoid
Acacia_xanthophloea,Acacia,0,6140000000000,0,1,NA,NA,NA,0,11.66992496,-11.66992496,52,4,1,4,1,0,1,Mimosoid
Acmispon_brachycarpus,Acmispon,0,1990000000000,0,1,NA,NA,NA,0,38.7071346,38.7071346,12,NA,NA,1,0,1,0,Papilionoideae
Acmispon_parviflorus,Acmispon,0,1120000000000,0,1,NA,NA,NA,0,41.08761401,41.08761401,14,NA,NA,1,0,1,0,Papilionoideae
Acmispon_wrangelianus,Acmispon,0,2620000000000,0,1,NA,NA,NA,0,31.95131923,31.95131923,14,NA,NA,1,0,1,0,Papilionoideae
Acrocarpus_fraxinifolius,Acrocarpus,6430000000000,8760000000000,5,0,NA,NA,NA,2,17.36499145,17.36499145,24,NA,NA,3,1,0,1,Caesalpinioideae
Adenocarpus_complicatus,Adenocarpus,0,5190000000000,0,1,NA,NA,NA,1,36.55830366,36.55830366,52,4,1,5,1,0,1,Papilionoideae
Adenocarpus_decorticans,Adenocarpus,0,3210000000000,0,1,NA,NA,NA,1,34.56156123,34.56156123,52,4,1,5,1,0,1,Papilionoideae
Adenocarpus_foliolosus,Adenocarpus,0,7521101648,0,1,NA,NA,NA,1,28.33813027,28.33813027,52,4,1,5,1,0,1,Papilionoideae
Aeschynomene_afraspera,Aeschynomene,0,16400000000000,0,1,NA,1,1,1,0.82786884,-0.82786884,80,8,1,8,1,1,1,Papilionoideae
Aeschynomene_americana,Aeschynomene,13200000000000,26300000000000,24,1,NA,1,1,4,6.39935826,6.39935826,20,2,0,2,0,0,0,Papilionoideae
Aeschynomene_ciliata,Aeschynomene,0,8600000000000,0,1,NA,1,1,0,1.03371626,1.03371626,22,2,0,2,0,0,0,Papilionoideae
Aeschynomene_falcata,Aeschynomene,1140000000000,NA,1,1,NA,NA,NA,0,NA,NA,20,2,0,2,0,1,0,Papilionoideae
Aeschynomene_indica,Aeschynomene,57468988959,46400000000000,8,1,NA,1,1,8,11.15298163,11.15298163,40,4,1,4,1,0,1,Papilionoideae
Aeschynomene_pratensis,Aeschynomene,0,NA,0,1,NA,NA,NA,0,NA,NA,20,2,0,2,0,0,0,Papilionoideae
Aeschynomene_rudis,Aeschynomene,1700000000000,128000000000,3,1,NA,1,1,0,12.839712,12.839712,40,4,1,4,1,0,1,Papilionoideae
Aeschynomene_schimperi,Aeschynomene,0,13000000000000,0,1,NA,NA,NA,0,7.96008943,7.96008943,20,2,0,2,0,0,0,Papilionoideae
Aeschynomene_sensitiva,Aeschynomene,3779766802,17400000000000,2,1,NA,1,1,0,0.91210461,0.91210461,20,2,0,2,0,0,0,Papilionoideae
Aeschynomene_virginica,Aeschynomene,0,776000000000,0,1,NA,NA,NA,0,35.02338879,35.02338879,40,4,1,4,1,1,1,Papilionoideae
Albizia_guachapele,Albizia,808000000000,4310000000000,2,1,NA,NA,NA,1,6.25866759,6.25866759,26,2,0,2,0,0,0,Mimosoid
Albizia_julibrissin,Albizia,30400000000000,17300000000000,19,1,NA,NA,NA,5,27.01483409,27.01483409,26,2,0,2,0,0,0,Mimosoid
Albizia_kalkora,Albizia,0,8990000000000,0,1,NA,NA,NA,0,30.47597992,30.47597992,26,2,0,2,0,0,0,Mimosoid
Albizia_lebbeck,Albizia,46600000000000,9600000000000,55,1,NA,NA,NA,9,11.73152247,11.73152247,26,2,0,2,0,0,0,Mimosoid
Albizia_lebbekoides,Albizia,0,5160000000000,0,1,NA,NA,NA,5,1.29421849,-1.29421849,26,2,0,2,0,0,0,Mimosoid
Albizia_procera,Albizia,16400000000000,11800000000000,14,1,NA,NA,NA,5,8.77720443,8.77720443,26,2,0,2,0,0,0,Mimosoid
Alhagi_sparsifolia,Alhagi,0,9350000000000,0,1,NA,1,1,3,43.35612615,43.35612615,16,2,0,2,0,0,0,Papilionoideae
Amburana_cearensis,Amburana,0,NA,0,0,NA,NA,NA,0,NA,NA,22,2,0,2,0,0,0,Papilionoideae
Amicia_zygomeris,Amicia,0,NA,0,1,NA,NA,NA,0,NA,NA,38,NA,NA,4,1,0.123931624,1,Papilionoideae
Ammopiptanthus_mongolicus,Ammopiptanthus,0,3200000000000,0,1,NA,4,0,0,42.77144618,42.77144618,18,2,0,2,0,0,0,Papilionoideae
Amorpha_californica,Amorpha,0,768000000000,0,1,NA,NA,NA,0,27.58193304,27.58193304,20,2,0,2,0,0,0,Papilionoideae
Amorpha_canescens,Amorpha,0,17300000000000,0,1,NA,NA,NA,0,54.20867293,54.20867293,20,2,0,2,0,0,1,Papilionoideae
Amorpha_fruticosa,Amorpha,24000000000000,18100000000000,24,1,NA,2,0,1,34.25752634,34.25752634,40,4,1,4,1,0,1,Papilionoideae
Amphicarpaea_bracteata,Amphicarpaea,0,19100000000000,0,1,NA,1,1,0,40.19097826,40.19097826,22,2,0,2,0,0,0,Papilionoideae
Amphithalea_ericifolia,Amphithalea,0,2670000000000,0,1,NA,NA,NA,0,25.48651667,-25.48651667,18,NA,NA,2,0,0,0,Papilionoideae
Amphithalea_intermedia,Amphithalea,0,2670000000000,0,1,NA,NA,NA,0,25.48651667,-25.48651667,18,NA,NA,2,0,0,0,Papilionoideae
Anadenanthera_colubrina,Anadenanthera,2055545262,NA,1,1,NA,NA,NA,0,NA,NA,26,NA,NA,2,0,0,0,Mimosoid
Andira_inermis,Andira,2840000000000,22800000000000,6,1,NA,NA,NA,6,9.47607629,9.47607629,20,2,0,2,0,0,0,Papilionoideae
Anthyllis_cornicina,Anthyllis,0,985000000000,0,1,NA,NA,NA,0,36.08495238,36.08495238,13,2,0,1,0,1,0,Papilionoideae
Anthyllis_lotoides,Anthyllis,0,403000000000,0,1,NA,NA,NA,0,31.88356133,31.88356133,14,2,0,1,0,0.166666667,0,Papilionoideae
Anthyllis_montana,Anthyllis,0,4480000000000,0,1,NA,NA,NA,0,39.96671939,39.96671939,14,2,0,1,0,0,0,Papilionoideae
Anthyllis_vulneraria,Anthyllis,561000000000,22600000000000,2,1,7,NA,NA,3,42.22690675,42.22690675,12,2,0,2,0,0,0,Papilionoideae
Antopetitia_abyssinica,Antopetitia,0,8710000000000,0,1,NA,NA,NA,0,1.71495961,1.71495961,14,NA,NA,1,0,1,0,NA
Aotus_ericoides,Aotus,0,2830000000000,0,1,NA,NA,NA,1,34.37258831,-34.37258831,16,NA,NA,2,0,0,0,Papilionoideae
Apios_americana,Apios,1520000000000,17600000000000,2,1,NA,NA,NA,2,51.041909510000004,51.041909510000004,22,2,0,2,0,0,0,Papilionoideae
Apuleia_leiocarpa,Apuleia,0,14600000000000,0,0,NA,NA,NA,0,4.5631422,-4.5631422,28,NA,NA,4,1,0,0,Dialioideae
Arachis_hypogaea,Arachis,63700000000000,12000000000000,67,1,NA,2,0,7,5.36188821,-5.36188821,40,4,1,4,1,1,1,Papilionoideae
Argyrolobium_zanonii,Argyrolobium,0,4570000000000,0,1,NA,NA,NA,0,39.95072343,39.95072343,48,4,1,5,1,0,1,Papilionoideae
Aspalathus_cephalotes,Aspalathus,0,2670000000000,0,1,NA,NA,NA,0,25.48651667,-25.48651667,18,3,1,2,0,0,0,Papilionoideae
Aspalathus_pachyloba,Aspalathus,0,2670000000000,0,1,NA,NA,NA,0,25.48651667,-25.48651667,18,3,1,2,0,0,0,Papilionoideae
Aspalathus_recurva,Aspalathus,0,2670000000000,0,1,NA,NA,NA,0,25.48651667,-25.48651667,18,3,1,2,0,0,0,Papilionoideae
Astragalus_adsurgens,Astragalus,0,43400000000000,0,1,NA,NA,NA,3,50.50480983,50.50480983,32,4,1,3,1,0,1,Papilionoideae
Astragalus_allochrous,Astragalus,0,1700000000000,0,1,NA,NA,NA,0,33.95816113,33.95816113,22,3,1,2,0,0,0,Papilionoideae
Astragalus_americanus,Astragalus,0,1100000000000,0,1,NA,NA,NA,0,43.82268732,43.82268732,16,2,0,2,0,0,0,Papilionoideae
Astragalus_atropilosulus,Astragalus,0,12800000000000,0,1,NA,NA,NA,0,2.61975671,-2.61975671,16,2,0,2,0,0,0,Papilionoideae
Astragalus_boeticus,Astragalus,0,10000000000000,0,1,NA,NA,NA,1,36.63369143,36.63369143,30,4,1,3,1,1,1,Papilionoideae
Astragalus_canadensis,Astragalus,0,22100000000000,0,1,NA,NA,NA,0,50.8111516,50.8111516,16,2,0,2,0,0,0,Papilionoideae
Astragalus_cicer,Astragalus,2750000000000,15700000000000,6,1,NA,NA,NA,3,48.64765782,48.64765782,64,8,1,6,1,0,1,Papilionoideae
Astragalus_corrugatus,Astragalus,0,11700000000000,0,1,NA,NA,NA,2,37.51944817,37.51944817,32,4,1,3,1,0,1,Papilionoideae
Astragalus_epiglottis,Astragalus,0,7130000000000,0,1,NA,NA,NA,0,36.77551761,36.77551761,16,2,0,2,0,1,0,Papilionoideae
Astragalus_eucosmus,Astragalus,0,1540000000000,0,1,NA,NA,NA,0,43.14909047,43.14909047,24,3,1,2,0,0,0,Papilionoideae
Astragalus_frigidus,Astragalus,0,5090000000000,0,1,NA,NA,NA,0,45.42187024,45.42187024,16,2,0,2,0,0,0,Papilionoideae
Astragalus_miser,Astragalus,0,2320000000000,0,1,NA,NA,NA,0,42.08428343,42.08428343,22,3,1,2,0,0,0,Papilionoideae
Astragalus_mollissimus,Astragalus,0,2120000000000,0,1,NA,NA,NA,0,36.49303904,36.49303904,24,3,1,2,0,0,0,Papilionoideae
Astragalus_neglectus,Astragalus,0,9220000000000,0,1,NA,NA,NA,0,42.53155377,42.53155377,22,3,1,2,0,0,0,Papilionoideae
Astragalus_nothoxys,Astragalus,0,609000000000,0,1,NA,NA,NA,0,34.36209004,34.36209004,28,4,1,3,1,0,1,Papilionoideae
Astragalus_odoratus,Astragalus,231000000000,6070000000000,1,1,NA,NA,NA,0,40.88179525,40.88179525,16,2,0,2,0,0,0,Papilionoideae
Astragalus_pehuenches,Astragalus,0,NA,0,1,NA,NA,NA,0,NA,NA,22,3,1,2,0,0.171641791,0,Papilionoideae
Astragalus_scaberrimus,Astragalus,0,12500000000000,0,1,NA,2,0,1,47.07382447,47.07382447,16,2,0,2,0,0,0,Papilionoideae
Astragalus_sinicus,Astragalus,0,3440000000000,0,1,NA,NA,NA,1,26.06009224,26.06009224,16,2,0,2,0,0,0,Papilionoideae
Astragalus_spatulatus,Astragalus,0,1920000000000,0,1,NA,NA,NA,0,43.54344311,43.54344311,24,3,1,2,0,0,0,Papilionoideae
Astragalus_stevenianus,Astragalus,0,12500000000000,0,1,NA,NA,NA,2,49.97005713,49.97005713,24,3,1,2,0,0,0,Papilionoideae
Astragalus_tenellus,Astragalus,0,2750000000000,0,1,NA,NA,NA,0,42.43797609,42.43797609,16,2,0,2,0,0,0,Papilionoideae
Astragalus_tribuloides,Astragalus,0,12800000000000,0,1,NA,NA,NA,2,38.23611007,38.23611007,16,2,0,2,0,1,0,Papilionoideae
Astragalus_uliginosus,Astragalus,0,18400000000000,0,1,NA,NA,NA,3,52.28284247,52.28284247,16,2,0,2,0,0,0,Papilionoideae
Astragalus_umbellatus,Astragalus,0,12200000000000,0,1,NA,NA,NA,1,58.41555631,58.41555631,16,2,0,2,0,0,0,Papilionoideae
Baphia_massaiensis,Baphia,0,10500000000000,0,1,NA,NA,NA,0,18.57377333,-18.57377333,46,4,1,4,1,0,1,Papilionoideae
Baptisia_alba,Baptisia,0,17600000000000,0,1,NA,NA,NA,0,53.69006494,53.69006494,18,1,0,2,0,0,0,Papilionoideae
Baptisia_australis,Baptisia,13600000000000,10900000000000,2,1,NA,NA,NA,0,38.25573071,38.25573071,18,1,0,2,0,0,0,Papilionoideae
Baptisia_bracteata,Baptisia,0,3470000000000,0,1,NA,NA,NA,0,37.69622659,37.69622659,18,1,0,2,0,0,0,Papilionoideae
Baptisia_tinctoria,Baptisia,0,11100000000000,0,1,NA,NA,NA,0,43.10744572,43.10744572,18,1,0,2,0,0,0,Papilionoideae
Bauhinia_forficata,Bauhinia,776198018.1,14000000000000,1,0,NA,NA,NA,0,15.98959109,-15.98959109,28,2,0,4,1,0,1,Cercidoideae
Bauhinia_galpinii,Bauhinia,4960000000000,3860000000000,15,0,NA,NA,NA,1,21.72947512,-21.72947512,28,2,0,4,1,0,1,Cercidoideae
Bauhinia_monandra,Bauhinia,9760000000000,593000000000,15,0,NA,NA,NA,1,19.37352737,-19.37352737,28,2,0,4,1,0,1,Cercidoideae
Bauhinia_petersiana,Bauhinia,82436185963,10600000000000,1,0,NA,NA,NA,0,18.58533779,-18.58533779,26,2,0,4,1,0,1,Cercidoideae
Bauhinia_purpurea,Bauhinia,22300000000000,17100000000000,29,0,NA,NA,NA,9,22.93860321,22.93860321,28,2,0,4,1,0,1,Cercidoideae
Bauhinia_rufescens,Bauhinia,2880000000000,9900000000000,4,0,NA,NA,NA,6,14.34085223,14.34085223,23,2,0,3,1,0,1,Cercidoideae
Bauhinia_ungulata,Bauhinia,328505238.2,10700000000000,1,0,NA,NA,NA,0,7.8624843,-7.8624843,28,2,0,4,1,0,1,Cercidoideae
Bauhinia_vahlii,Bauhinia,2400000000000,6280000000000,3,1,NA,NA,NA,5,26.1027335,26.1027335,28,2,0,4,1,0,1,Cercidoideae
Bauhinia_variegata,Bauhinia,25700000000000,14800000000000,27,0,NA,NA,NA,6,24.00862671,24.00862671,28,2,0,4,1,0,1,Cercidoideae
Bituminaria_bituminosa,Bituminaria,132000000000,7970000000000,2,1,NA,NA,NA,2,37.79856088,37.79856088,20,NA,NA,2,0,0,0,Papilionoideae
Bobgunnia_madagascariensis,Bobgunnia,147000000000,15500000000000,1,1,NA,NA,NA,3,8.00369318,-8.00369318,16,NA,NA,2,0,0,0,Papilionoideae
Bolusanthus_speciosus,Bolusanthus,3680000000000,5310000000000,5,1,NA,NA,NA,3,21.46859611,-21.46859611,16,1,0,2,0,0,0,Papilionoideae
Bossiaea_linophylla,Bossiaea,0,2530000000000,0,1,NA,NA,NA,1,25.46607155,-25.46607155,18,2,0,2,0,0,0,Papilionoideae
Bowdichia_virgilioides,Bowdichia,0,11300000000000,0,1,NA,NA,NA,0,5.92922206,-5.92922206,18,NA,NA,2,0,0,0,Papilionoideae
Brya_ebenus,Brya,430000000000,121000000000,4,1,NA,NA,NA,2,19.88572709,19.88572709,20,2,0,2,0,0,0,Papilionoideae
Cadia_purpurea,Cadia,0,5320000000000,0,1,NA,NA,NA,0,14.84365695,14.84365695,18,NA,NA,2,0,0,0,Papilionoideae
Caesalpinia_bonduc,Caesalpinia,5220000000000,30000000000000,5,0,NA,NA,NA,4,6.28062328,6.28062328,24,2,0,3,1,0,1,Caesalpinioideae
Caesalpinia_decapetala,Caesalpinia,18400000000000,15500000000000,14,0,NA,NA,NA,5,16.79714169,16.79714169,22,2,0,3,1,0,1,Caesalpinioideae
Caesalpinia_echinata,Caesalpinia,0,8470000000000,0,0,NA,NA,NA,0,10.77227947,-10.77227947,24,2,0,3,1,0,1,Caesalpinioideae
Caesalpinia_paraguariensis,Caesalpinia,0,4270000000000,0,0,NA,NA,NA,1,26.94705186,-26.94705186,24,2,0,3,1,0,1,Caesalpinioideae
Caesalpinia_pluviosa,Caesalpinia,0,8470000000000,0,0,NA,NA,NA,0,10.77227947,-10.77227947,24,2,0,3,1,0,1,Caesalpinioideae
Caesalpinia_sappan,Caesalpinia,18300000000000,8040000000000,20,0,NA,NA,NA,6,9.46014365,9.46014365,24,2,0,3,1,0,1,Caesalpinioideae
Caesalpinia_spinosa,Caesalpinia,5920000000000,5910000000000,7,0,NA,NA,NA,2,10.26825706,-10.26825706,24,2,0,3,1,0,1,Caesalpinioideae
Cajanus_cajan,Cajanus,46000000000000,6610000000000,67,1,NA,1,1,8,12.78552409,12.78552409,22,2,0,2,0,0,0,Papilionoideae
Cajanus_lineatus,Cajanus,0,741000000000,0,1,NA,NA,NA,1,11.81041171,11.81041171,22,2,0,2,0,0,0,Papilionoideae
Calliandra_eriophylla,Calliandra,0,3660000000000,0,1,NA,NA,NA,0,28.95454198,28.95454198,16,2,0,1,0,0,0,Mimosoid
Calliandra_houstoniana,Calliandra,2180000000000,2870000000000,7,1,NA,NA,NA,2,14.78757483,14.78757483,19,2,0,1,0,0,0,Mimosoid
Calpurnia_aurea,Calpurnia,2190000000000,18300000000000,2,1,NA,NA,NA,1,6.87526861,6.87526861,18,2,0,2,0,0,0,Papilionoideae
Camptosema_rubicundum,Camptosema,746000000000,11800000000000,1,1,NA,NA,NA,0,24.58551684,-24.58551684,22,2,0,2,0,0,0,Papilionoideae
