Species,Genus,areaIntroduced,areaNative,Num_Introduced,Fixer,numOTUs,numGenera,Specialist,Human_Uses,AbsLatNative,LatNative,ChromosomeCount,PloidyLow,diPloidyLow,sfPloidy,disfPloidy,annual,disfPloidy_corrected,subfamily
Campylotropis_macrocarpa,Campylotropis,0,5120000000000,0,1,NA,NA,NA,0,29.27761405,29.27761405,22,NA,NA,2,0,0,0,Papilionoideae
Canavalia_brasiliensis,Canavalia,147000000000,17700000000000,1,1,NA,NA,NA,0,11.04797933,11.04797933,22,2,0,2,0,0,0,Papilionoideae
Canavalia_cathartica,Canavalia,16858731371,20500000000000,1,1,NA,NA,NA,2,0.20727858,-0.20727858,22,2,0,2,0,0,0,Papilionoideae
Canavalia_gladiata,Canavalia,27400000000000,9060000000000,26,1,NA,NA,NA,5,15.36986344,15.36986344,22,2,0,2,0,0,0,Papilionoideae
Canavalia_rosea,Canavalia,252721684.5,53000000000000,1,1,NA,1,1,5,4.95202097,4.95202097,22,2,0,2,0,0,0,Papilionoideae
Caragana_erinacea,Caragana,0,3610000000000,0,1,NA,2,0,1,36.88903646,36.88903646,16,2,0,2,0,0,0,Papilionoideae
Caragana_korshinskii,Caragana,0,3400000000000,0,1,NA,NA,NA,0,42.50806299,42.50806299,16,2,0,2,0,0,0,Papilionoideae
Caragana_microphylla,Caragana,1320000000000,8010000000000,3,1,NA,1,1,3,48.83800956,48.83800956,16,2,0,2,0,0,0,Papilionoideae
Carmichaelia_arborea,Carmichaelia,0,153000000000,0,1,NA,NA,NA,0,44.02210596,-44.02210596,32,2,0,3,1,0,1,Papilionoideae
Carmichaelia_kirkii,Carmichaelia,0,153000000000,0,1,NA,NA,NA,0,44.02210596,-44.02210596,32,2,0,3,1,0,1,Papilionoideae
Cassia_fistula,Cassia,39000000000000,10200000000000,47,0,NA,NA,NA,7,10.68922491,10.68922491,28,4,1,4,1,0,1,Caesalpinioideae
Cassia_grandis,Cassia,9330000000000,12700000000000,17,0,NA,NA,NA,4,2.34618617,2.34618617,28,4,1,4,1,0,1,Caesalpinioideae
Castanospermum_australe,Castanospermum,8870000000000,2690000000000,15,0,NA,NA,NA,5,17.64425932,-17.64425932,26,2,0,2,0,0,0,Papilionoideae
Centrolobium_paraense,Centrolobium,1140000000000,2640000000000,4,1,28,1,1,0,4.21552165,4.21552165,20,2,0,2,0,0,0,Papilionoideae
Centrolobium_tomentosum,Centrolobium,0,2080000000000,0,1,NA,NA,NA,0,1.04259791,1.04259791,18,2,0,2,0,0,0,Papilionoideae
Centrosema_pubescens,Centrosema,25100000000000,21100000000000,31,1,NA,1,1,3,2.2174588,2.2174588,20,2,0,2,0,0,0,Papilionoideae
Centrosema_virginianum,Centrosema,554000000000,11000000000000,5,1,NA,NA,NA,2,9.70656574,9.70656574,18,2,0,2,0,0,0,Papilionoideae
Cercis_canadensis,Cercis,3650000000000,14300000000000,5,0,NA,NA,NA,3,34.08439623,34.08439623,12,NA,NA,2,0,0,0,Cercidoideae
Cercis_siliquastrum,Cercis,15000000000000,5140000000000,21,0,NA,NA,NA,4,39.40398144,39.40398144,14,NA,NA,2,0,0,0,Cercidoideae
Chadsia_grevei,Chadsia,0,593000000000,0,1,NA,NA,NA,2,19.37352737,-19.37352737,22,NA,NA,2,0,0,0,Papilionoideae
Chamaecrista_fasciculata,Chamaecrista,2055545262,12200000000000,1,1,NA,NA,NA,0,38.59928601,38.59928601,16,NA,NA,2,0,1,0,Caesalpinioideae
Chamaecrista_nictitans,Chamaecrista,2160000000000,13700000000000,5,1,NA,NA,NA,1,15.47217365,15.47217365,32,NA,NA,5,1,0,1,Caesalpinioideae
Chorizema_cordatum,Chorizema,0,2530000000000,0,1,NA,NA,NA,0,25.46607155,-25.46607155,16,NA,NA,2,0,0,0,Papilionoideae
Cicer_arietinum,Cicer,74100000000000,7460000000000,48,1,NA,1,1,6,21.96767801,21.96767801,16,2,0,2,0,1,0,Papilionoideae
Cicer_echinospermum,Cicer,0,1190000000000,0,1,NA,NA,NA,1,36.91611149,36.91611149,16,2,0,2,0,1,0,Papilionoideae
Cicer_pinnatifidum,Cicer,0,1400000000000,0,1,NA,NA,NA,1,35.84304725,35.84304725,16,2,0,2,0,1,0,Papilionoideae
Cicer_reticulatum,Cicer,0,756000000000,0,1,NA,NA,NA,0,38.98893748,38.98893748,16,2,0,2,0,1,0,Papilionoideae
Clianthus_puniceus,Clianthus,361000000000,115000000000,2,1,NA,1,1,1,38.57756132,-38.57756132,32,2,0,3,1,0,1,Papilionoideae
Colutea_arborescens,Colutea,11700000000000,2670000000000,16,1,NA,3,0,1,41.85513442,41.85513442,16,2,0,2,0,0,0,Papilionoideae
Colvillea_racemosa,Colvillea,3680000000000,593000000000,12,0,NA,NA,NA,2,19.37352737,-19.37352737,27,NA,NA,4,1,0,1,Caesalpinioideae
Copaifera_langsdorffii,Copaifera,0,6130000000000,0,0,NA,NA,NA,0,16.73553387,-16.73553387,24,NA,NA,3,1,0,0,Detarioideae
Copaifera_officinalis,Copaifera,379000000000,3050000000000,5,0,NA,NA,NA,5,5.62116566,5.62116566,24,NA,NA,3,1,0,1,Detarioideae
Coronilla_coronata,Coronilla,0,9850000000000,0,1,NA,NA,NA,3,43.56715216,43.56715216,12,2,0,1,0,0,0,Papilionoideae
Coronilla_juncea,Coronilla,0,4630000000000,0,1,NA,NA,NA,0,39.12613704,39.12613704,12,2,0,1,0,0,0,Papilionoideae
Coronilla_minima,Coronilla,0,4290000000000,0,1,NA,NA,NA,0,36.32295421,36.32295421,24,4,1,2,0,0,0,Papilionoideae
Coronilla_repanda,Coronilla,0,5540000000000,0,1,NA,NA,NA,0,35.66804786,35.66804786,24,4,1,2,0,1,0,Papilionoideae
Coronilla_scorpioides,Coronilla,7940000000000,23700000000000,1,1,NA,NA,NA,4,41.75047739,41.75047739,12,2,0,1,0,1,0,Papilionoideae
Coronilla_vaginalis,Coronilla,0,1650000000000,0,1,NA,NA,NA,0,44.97894097,44.97894097,12,2,0,1,0,0,0,Papilionoideae
Crotalaria_assamica,Crotalaria,0,6190000000000,0,1,NA,NA,NA,2,20.88899351,20.88899351,16,2,0,2,0,0,0,Papilionoideae
Crotalaria_atrorubens,Crotalaria,0,8030000000000,0,1,NA,NA,NA,0,11.12052421,11.12052421,16,2,0,2,0,1,0,Papilionoideae
Crotalaria_calycina,Crotalaria,0,37900000000000,0,1,NA,NA,NA,2,8.58280147,8.58280147,16,2,0,2,0,1,0,Papilionoideae
Crotalaria_capensis,Crotalaria,848000000000,3980000000000,5,1,NA,NA,NA,1,21.51923206,-21.51923206,14,2,0,1,0,0,0,Papilionoideae
Crotalaria_comosa,Crotalaria,0,14500000000000,0,1,NA,1,1,0,8.26275908,8.26275908,16,2,0,2,0,1,0,Papilionoideae
Crotalaria_glaucoides,Crotalaria,0,1480000000000,0,1,NA,NA,NA,0,16.841506,16.841506,16,2,0,2,0,1,0,Papilionoideae
Crotalaria_goreensis,Crotalaria,21000000000000,19200000000000,8,1,NA,NA,NA,3,1.07734205,1.07734205,16,2,0,2,0,0,0,Papilionoideae
Crotalaria_incana,Crotalaria,14300000000000,2930000000000,20,1,NA,NA,NA,4,13.62616928,13.62616928,14,2,0,1,0,0,0,Papilionoideae
Crotalaria_lanceolata,Crotalaria,2080000000000,10800000000000,4,1,NA,NA,NA,0,12.23774936,12.23774936,16,2,0,2,0,1,0,Papilionoideae
Crotalaria_ochroleuca,Crotalaria,12600000000000,19600000000000,9,1,NA,NA,NA,0,2.46809908,2.46809908,16,2,0,2,0,0,0,Papilionoideae
Crotalaria_pallida,Crotalaria,17300000000000,34800000000000,37,1,NA,3,0,7,12.53796268,12.53796268,16,2,0,2,0,0,0,Papilionoideae
Crotalaria_podocarpa,Crotalaria,0,17700000000000,0,1,NA,1,1,0,11.21861723,-11.21861723,16,2,0,2,0,1,0,Papilionoideae
Crotalaria_senegalensis,Crotalaria,342000000000,20500000000000,1,1,NA,NA,NA,0,7.09224006,7.09224006,16,2,0,2,0,1,0,Papilionoideae
Crotalaria_sphaerocarpa,Crotalaria,0,16300000000000,0,1,NA,NA,NA,0,14.03089939,-14.03089939,16,2,0,2,0,1,0,Papilionoideae
Crotalaria_trichotoma,Crotalaria,9410000000000,2920000000000,32,1,NA,NA,NA,3,4.85462577,-4.85462577,16,2,0,2,0,0,0,Papilionoideae
Cyamopsis_serrata,Cyamopsis,0,4050000000000,0,1,NA,NA,NA,0,23.84985133,-23.84985133,14,2,0,1,0,1,0,Papilionoideae
Cyamopsis_tetragonoloba,Cyamopsis,15800000000000,131000000000,18,1,NA,NA,NA,6,7.28863437,-7.28863437,14,2,0,1,0,0,0,Papilionoideae
Cyclopia_maculata,Cyclopia,0,2670000000000,0,1,NA,1,1,1,25.48651667,-25.48651667,36,NA,NA,3,1,0,1,Papilionoideae
Cytisus_arboreus,Cytisus,0,2720000000000,0,1,NA,NA,NA,0,28.73118401,28.73118401,50,5,1,5,1,0,1,Papilionoideae
Cytisus_multiflorus,Cytisus,5840000000000,582000000000,8,1,NA,1,1,2,40.28634342,40.28634342,48,4,1,5,1,0,1,Papilionoideae
Cytisus_scoparius,Cytisus,31000000000000,6200000000000,27,1,28,1,1,9,47.697596,47.697596,46,4,1,4,1,0,1,Papilionoideae
Cytisus_striatus,Cytisus,1740000000000,985000000000,4,1,4,1,1,2,36.08495238,36.08495238,46,4,1,4,1,0,1,Papilionoideae
Cytisus_villosus,Cytisus,0,5380000000000,0,1,NA,1,1,0,39.43761371,39.43761371,48,4,1,5,1,0,1,Papilionoideae
Dalbergia_assamica,Dalbergia,582000000000,3960000000000,1,1,NA,NA,NA,1,22.46971874,22.46971874,20,2,0,2,0,0,0,Papilionoideae
Dalbergia_frutescens,Dalbergia,0,10500000000000,0,1,NA,NA,NA,0,9.28867515,-9.28867515,20,2,0,2,0,0,0,Papilionoideae
Dalbergia_melanoxylon,Dalbergia,1060000000000,21800000000000,4,1,NA,NA,NA,1,2.84434797,2.84434797,20,2,0,2,0,0,0,Papilionoideae
Dalbergia_miscolobium,Dalbergia,0,3570000000000,0,1,NA,NA,NA,1,0.0900924,-0.0900924,20,2,0,2,0,0,0,Papilionoideae
Dalbergia_monetaria,Dalbergia,0,8950000000000,0,1,NA,NA,NA,0,8.93837106,8.93837106,20,2,0,2,0,0,0,Papilionoideae
Dalbergia_nigra,Dalbergia,0,1480000000000,0,1,NA,NA,NA,3,18.27126198,-18.27126198,20,2,0,2,0,0,0,Papilionoideae
Dalbergia_sissoo,Dalbergia,16600000000000,11000000000000,14,1,NA,NA,NA,5,18.61983451,18.61983451,20,2,0,2,0,0,0,Papilionoideae
Dalea_candida,Dalea,0,2360000000000,0,1,NA,NA,NA,0,40.10070269,40.10070269,14,2,0,1,0,0,0,Papilionoideae
Dalea_leporina,Dalea,0,3310000000000,0,1,NA,NA,NA,0,25.86225468,25.86225468,14,2,0,1,0,1,0,Papilionoideae
Dalea_mollis,Dalea,0,702000000000,0,0,NA,NA,NA,0,36.03278011,36.03278011,16,2,0,2,0,1,0,Papilionoideae
Dalea_mollissima,Dalea,0,989000000000,0,1,NA,NA,NA,0,37.02692903,37.02692903,16,2,0,2,0,1,0,Papilionoideae
Dalea_pogonathera,Dalea,0,1290000000000,0,1,NA,NA,NA,0,32.86823684,32.86823684,14,2,0,1,0,0,0,Papilionoideae
Dalea_purpurea,Dalea,0,4570000000000,0,1,NA,2,0,0,39.31050305,39.31050305,14,2,0,1,0,0,0,Papilionoideae
Daviesia_acicularis,Daviesia,0,2530000000000,0,1,NA,NA,NA,0,25.79163463,-25.79163463,18,NA,NA,2,0,0,0,Papilionoideae
Daviesia_corymbosa,Daviesia,0,802000000000,0,1,NA,NA,NA,0,32.17021086,-32.17021086,18,NA,NA,2,0,0,0,Papilionoideae
Daviesia_genistifolia,Daviesia,0,3740000000000,0,1,NA,NA,NA,0,27.68672637,-27.68672637,18,NA,NA,2,0,0,0,Papilionoideae
Daviesia_leptophylla,Daviesia,0,3740000000000,0,1,NA,NA,NA,0,27.68672637,-27.68672637,18,NA,NA,2,0,0,0,Papilionoideae
Daviesia_ulicifolia,Daviesia,0,6340000000000,0,1,NA,NA,NA,0,34.37260051,-34.37260051,18,NA,NA,2,0,0,0,Papilionoideae
Delonix_elata,Delonix,7910000000000,12300000000000,12,0,NA,NA,NA,5,15.13959719,15.13959719,28,NA,NA,4,1,0,1,Caesalpinioideae
Derris_elliptica,Derris,3240000000000,9740000000000,11,1,NA,NA,NA,2,12.58703429,12.58703429,22,2,0,2,0,0,0,Papilionoideae
Desmanthus_illinoensis,Desmanthus,38271344951,4890000000000,2,1,NA,1,1,1,37.70964374,37.70964374,28,NA,NA,2,0,0,0,Mimosoid
Desmanthus_virgatus,Desmanthus,14200000000000,7270000000000,29,1,NA,1,1,4,3.88421519,3.88421519,28,NA,NA,2,0,0,0,Mimosoid
Desmodium_barbatum,Desmodium,0,18500000000000,0,1,NA,NA,NA,2,0.11577346,-0.11577346,22,2,0,2,0,0,0,Papilionoideae
Desmodium_cuspidatum,Desmodium,0,1060000000000,0,1,NA,NA,NA,0,36.86744811,36.86744811,22,2,0,2,0,0,0,Papilionoideae
Desmodium_elegans,Desmodium,231000000000,5760000000000,1,1,NA,2,0,1,27.40509156,27.40509156,22,2,0,2,0,0,0,Papilionoideae
Desmodium_gangeticum,Desmodium,23877630652,40500000000000,8,1,NA,1,1,4,8.72706435,8.72706435,22,2,0,2,0,0,0,Papilionoideae
Desmodium_glutinosum,Desmodium,0,17300000000000,0,1,NA,NA,NA,0,45.49505463,45.49505463,22,2,0,2,0,0,0,Papilionoideae
Desmodium_heterocarpon,Desmodium,1520000000000,18700000000000,6,1,NA,NA,NA,0,12.71907338,12.71907338,22,2,0,2,0,0,0,Papilionoideae
Desmodium_microphyllum,Desmodium,0,17600000000000,0,1,NA,3,0,3,10.02566695,10.02566695,22,2,0,2,0,0,0,Papilionoideae
Desmodium_scorpiurus,Desmodium,9580000000000,651000000000,12,1,NA,NA,NA,1,1.778624,-1.778624,22,2,0,2,0,0,0,Papilionoideae
Desmodium_tortuosum,Desmodium,29200000000000,13400000000000,28,1,NA,NA,NA,4,13.2606484,13.2606484,22,2,0,2,0,0,0,Papilionoideae
Desmodium_uncinatum,Desmodium,7270000000000,691000000000,6,1,NA,NA,NA,1,3.81233789,3.81233789,22,2,0,2,0,0,0,Papilionoideae
Dichilus_lebeckioides,Dichilus,0,4460000000000,0,1,NA,NA,NA,0,24.52231448,-24.52231448,28,NA,NA,3,1,0,1,Papilionoideae
Dichilus_strictus,Dichilus,0,2700000000000,0,1,NA,NA,NA,0,27.53376098,-27.53376098,28,NA,NA,3,1,0,1,Papilionoideae
Dioclea_virgata,Dioclea,2550000000000,17400000000000,4,1,NA,NA,NA,1,3.21793533,3.21793533,22,2,0,2,0,0,0,Papilionoideae
Diphysa_americana,Diphysa,608000000000,620000000000,2,1,NA,NA,NA,0,14.96718777,14.96718777,16,2,0,2,0,0,0,Papilionoideae
Dipogon_lignosus,Dipogon,19500000000000,2670000000000,7,1,NA,1,1,1,25.48651667,-25.48651667,22,NA,NA,2,0,0,0,Papilionoideae
Dipteryx_odorata,Dipteryx,28916420.55,6950000000000,1,0,NA,NA,NA,7,2.86273331,-2.86273331,32,2,0,3,1,0,1,Papilionoideae
Distemonanthus_benthamianus,Distemonanthus,0,2450000000000,0,0,NA,NA,NA,3,7.61599512,7.61599512,24,NA,NA,3,1,0,1,Dialioideae
Dolichos_trilobus,Dolichos,0,32300000000000,0,1,NA,NA,NA,2,13.35202591,13.35202591,20,2,0,2,0,0,0,Papilionoideae
Dorycnium_pentaphyllum,Dorycnium,268000000000,6960000000000,2,1,NA,NA,NA,2,39.33877667,39.33877667,14,2,0,1,0,0,0,Papilionoideae
Dorycnium_rectum,Dorycnium,0,7190000000000,0,1,NA,NA,NA,1,37.65614101,37.65614101,14,2,0,1,0,0,0,Papilionoideae
Dumasia_villosa,Dumasia,0,24900000000000,0,1,NA,NA,NA,2,7.31191747,7.31191747,20,NA,NA,2,0,0,0,Papilionoideae
Ebenus_pinnata,Ebenus,0,4490000000000,0,1,NA,NA,NA,0,28.32858923,28.32858923,18,3,1,2,0,0,0,Papilionoideae
Entada_abyssinica,Entada,0,16200000000000,0,1,NA,NA,NA,1,6.69235724,6.69235724,28,NA,NA,2,0,0,0,Mimosoid
Enterolobium_contortisiliquum,Enterolobium,972000000000,12900000000000,2,1,NA,NA,NA,0,23.01261806,-23.01261806,26,NA,NA,2,0,0,0,Mimosoid
Enterolobium_cyclocarpum,Enterolobium,4290000000000,13700000000000,14,1,NA,NA,NA,2,9.4649793,9.4649793,26,NA,NA,2,0,0,0,Mimosoid
Erythrina_costaricensis,Erythrina,0,1260000000000,0,1,NA,NA,NA,0,4.42204644,4.42204644,42,3,1,4,1,0,1,Papilionoideae
Erythrina_fusca,Erythrina,4530000000000,25600000000000,7,1,NA,NA,NA,2,2.88239997,2.88239997,42,3,1,4,1,0,1,Papilionoideae
Erythrina_lysistemon,Erythrina,6530000000000,5500000000000,7,1,NA,NA,NA,1,20.19571327,-20.19571327,42,3,1,4,1,0,1,Papilionoideae
Erythrina_speciosa,Erythrina,3600000000000,8470000000000,2,1,NA,NA,NA,0,10.77227947,-10.77227947,42,3,1,4,1,0,1,Papilionoideae
Euchresta_japonica,Euchresta,0,1960000000000,0,1,NA,NA,NA,1,31.33289896,31.33289896,18,NA,NA,2,0,0,0,NA
Faidherbia_albida,Faidherbia,997000000000,30500000000000,5,1,NA,1,1,8,14.74294836,14.74294836,26,NA,NA,2,0,0,0,Mimosoid
Flemingia_macrophylla,Flemingia,7600000000000,14300000000000,12,1,NA,NA,NA,2,16.21859796,16.21859796,22,2,0,2,0,0,0,Papilionoideae
Galactia_striata,Galactia,613976683,37000000000000,1,1,NA,NA,NA,2,8.38727896,8.38727896,20,2,0,2,0,0,0,Papilionoideae
Galega_officinalis,Galega,17200000000000,16200000000000,12,1,NA,1,1,5,42.77776493,42.77776493,16,2,0,2,0,0,0,Papilionoideae
Galega_orientalis,Galega,8740000000000,4920000000000,5,1,NA,1,1,2,48.41342464,48.41342464,16,2,0,2,0,0,0,Papilionoideae
Gastrolobium_bilobum,Gastrolobium,0,2530000000000,0,1,NA,NA,NA,0,25.46607155,-25.46607155,16,NA,NA,2,0,0,0,Papilionoideae
Gastrolobium_parviflorum,Gastrolobium,0,2530000000000,0,1,NA,NA,NA,1,25.46607155,-25.46607155,16,NA,NA,2,0,0,0,Papilionoideae
Genista_anglica,Genista,0,2920000000000,0,1,NA,NA,NA,1,48.65681151,48.65681151,42,4,1,4,1,0,1,Papilionoideae
Genista_canariensis,Genista,8470000000000,7521101648,5,1,NA,NA,NA,1,28.33813027,28.33813027,47,4,1,4,1,0,1,Papilionoideae
Genista_cinerea,Genista,0,3760000000000,0,1,NA,NA,NA,1,36.15607191,36.15607191,48,4,1,5,1,0,1,Papilionoideae
Genista_falcata,Genista,0,582000000000,0,1,NA,NA,NA,0,40.28634342,40.28634342,36,3,1,3,1,0,1,Papilionoideae
Genista_florida,Genista,0,1520000000000,0,1,NA,NA,NA,0,37.69307065,37.69307065,48,4,1,5,1,0,1,Papilionoideae
Genista_germanica,Genista,111000000000,10200000000000,2,1,NA,NA,NA,1,51.61577304,51.61577304,44,4,1,4,1,0,1,Papilionoideae
Genista_linifolia,Genista,5090000000000,3770000000000,4,1,NA,NA,NA,1,36.51914693,36.51914693,48,4,1,5,1,0,1,Papilionoideae
Genista_monspessulana,Genista,16600000000000,5780000000000,12,1,NA,NA,NA,6,39.32579831,39.32579831,48,4,1,5,1,0,1,Papilionoideae
Genista_radiata,Genista,0,1550000000000,0,1,NA,NA,NA,0,43.91005404,43.91005404,48,4,1,5,1,0,1,Papilionoideae
Genista_tenera,Genista,0,825154485.7,0,1,NA,NA,NA,0,32.76736726,32.76736726,48,4,1,5,1,0,1,Papilionoideae
Gleditsia_amorphoides,Gleditsia,3330000000000,11800000000000,3,0,NA,NA,NA,0,24.58551684,-24.58551684,28,NA,NA,4,1,0,0,Caesalpinioideae
Gleditsia_japonica,Gleditsia,408000000000,2520000000000,1,0,NA,NA,NA,5,35.85329397,35.85329397,28,NA,NA,4,1,0,0,Caesalpinioideae
Gleditsia_triacanthos,Gleditsia,29100000000000,15200000000000,25,0,NA,NA,NA,7,41.07489977,41.07489977,28,NA,NA,4,1,0,0,Caesalpinioideae
Gliricidia_sepium,Gliricidia,19200000000000,2330000000000,46,1,NA,2,0,7,10.25334026,10.25334026,22,2,0,2,0,0,0,Papilionoideae
Glycine_canescens,Glycine,0,7620000000000,0,1,NA,NA,NA,1,25.55398159,-25.55398159,40,2,0,4,1,0,1,Papilionoideae
Glycine_clandestina,Glycine,0,15700000000000,0,1,NA,NA,NA,2,2.10967042,-2.10967042,40,2,0,4,1,0,1,Papilionoideae
Glycine_max,Glycine,88700000000000,10600000000000,50,1,NA,3,0,7,15.45352811,15.45352811,40,2,0,4,1,1,1,Papilionoideae
Glycine_microphylla,Glycine,0,2830000000000,0,1,NA,NA,NA,0,34.37258831,-34.37258831,40,2,0,4,1,0,1,Papilionoideae
Glycine_tabacina,Glycine,582000000000,8440000000000,1,1,NA,NA,NA,0,3.16652588,-3.16652588,80,4,1,8,1,0,1,Papilionoideae
Glycyrrhiza_glabra,Glycyrrhiza,15400000000000,24600000000000,9,1,NA,2,0,9,39.48689989,39.48689989,16,2,0,2,0,0,0,Papilionoideae
Glycyrrhiza_lepidota,Glycyrrhiza,0,19400000000000,0,1,NA,NA,NA,0,45.75607157,45.75607157,16,2,0,2,0,0,0,Papilionoideae
Glycyrrhiza_pallidiflora,Glycyrrhiza,0,5160000000000,0,1,NA,1,1,1,45.83855736,45.83855736,16,2,0,2,0,0,0,Papilionoideae
Glycyrrhiza_uralensis,Glycyrrhiza,0,23700000000000,0,1,NA,2,0,3,45.63301501,45.63301501,16,2,0,2,0,0,0,Papilionoideae
Gompholobium_minus,Gompholobium,0,802000000000,0,1,NA,NA,NA,0,32.17021086,-32.17021086,18,NA,NA,2,0,0,0,Papilionoideae
Goodia_lotifolia,Goodia,115000000000,2830000000000,1,1,NA,NA,NA,2,34.37660906,-34.37660906,16,NA,NA,2,0,0,0,Papilionoideae
Gueldenstaedtia_verna,Gueldenstaedtia,0,15200000000000,0,1,NA,NA,NA,1,42.37155701,42.37155701,16,2,0,2,0,0,0,Papilionoideae
Guibourtia_coleosperma,Guibourtia,0,6090000000000,0,0,NA,NA,NA,4,11.73953808,-11.73953808,48,NA,NA,7,1,0,1,Detarioideae
Gymnocladus_chinensis,Gymnocladus,0,1830000000000,0,0,NA,NA,NA,2,27.60649117,27.60649117,28,NA,NA,4,1,0,0,Caesalpinioideae
Gymnocladus_dioica,Gymnocladus,13300000000000,16300000000000,9,0,NA,NA,NA,4,54.12793836,54.12793836,28,NA,NA,4,1,0,0,Caesalpinioideae
Haematoxylum_campechianum,Haematoxylum,20400000000000,2440000000000,31,0,NA,NA,NA,5,19.29766848,19.29766848,24,NA,NA,3,1,0,1,Caesalpinioideae
Halimodendron_halodendron,Halimodendron,7170000000000,18600000000000,10,1,NA,1,1,4,44.12523883,44.12523883,16,2,0,2,0,0,0,Papilionoideae
Hardenbergia_comptoniana,Hardenbergia,132000000000,7690000000000,2,1,NA,NA,NA,1,25.73253015,-25.73253015,22,2,0,2,0,0,0,Papilionoideae
Hardenbergia_violacea,Hardenbergia,2055545262,3810000000000,1,1,NA,NA,NA,1,34.81740116,-34.81740116,22,2,0,2,0,0,0,Papilionoideae
Havardia_pallens,Havardia,0,988000000000,0,1,NA,NA,NA,0,23.04533937,23.04533937,26,NA,NA,2,0,0,0,Mimosoid
Hebestigma_cubense,Hebestigma,0,110000000000,0,1,NA,NA,NA,0,21.6201256,21.6201256,20,2,0,2,0,0,0,Papilionoideae
Hedysarum_alpinum,Hedysarum,0,49200000000000,0,1,NA,NA,NA,4,46.02940052,46.02940052,14,2,0,1,0,0,0,Papilionoideae
Hedysarum_boreale,Hedysarum,0,16200000000000,0,1,NA,NA,NA,0,54.53496801,54.53496801,16,2,0,2,0,0,0,Papilionoideae
Hedysarum_caucasicum,Hedysarum,0,4750000000000,0,1,NA,NA,NA,2,48.62324659,48.62324659,14,2,0,1,0,0,0,Papilionoideae
Hedysarum_coronarium,Hedysarum,6850000000000,3370000000000,15,1,NA,1,1,2,35.18906387,35.18906387,16,2,0,2,0,0,0,Papilionoideae
Hedysarum_vicioides,Hedysarum,0,6830000000000,0,1,NA,NA,NA,1,49.92638554,49.92638554,15,2,0,1,0,0,0,Papilionoideae
Hesperolaburnum_platycarpum,Hesperolaburnum,0,403000000000,0,1,NA,NA,NA,0,31.88356133,31.88356133,50,NA,NA,5,1,0,1,Papilionoideae
Hippocrepis_emerus,Hippocrepis,717000000000,6200000000000,5,1,NA,NA,NA,0,40.7916224,40.7916224,14,2,0,1,0,0,0,Papilionoideae
Hippocrepis_unisiliquosa,Hippocrepis,0,4440000000000,0,1,NA,NA,NA,0,34.8661874,34.8661874,14,2,0,1,0,1,0,Papilionoideae
Hoffmannseggia_glauca,Hoffmannseggia,0,9160000000000,0,0,NA,NA,NA,0,3.5130894,3.5130894,24,NA,NA,3,1,0,0,Caesalpinioideae
Hoita_macrostachya,Hoita,0,474000000000,0,1,NA,NA,NA,0,28.18553821,28.18553821,20,NA,NA,2,0,0,0,Papilionoideae
Hovea_elliptica,Hovea,115000000000,2530000000000,1,1,NA,NA,NA,1,25.46607155,-25.46607155,18,NA,NA,2,0,0,0,Papilionoideae
