Species,Genus,areaIntroduced,areaNative,Num_Introduced,Fixer,numOTUs,numGenera,Specialist,Human_Uses,AbsLatNative,LatNative,ChromosomeCount,PloidyLow,diPloidyLow,sfPloidy,disfPloidy,annual,disfPloidy_corrected,subfamily
Medicago_hybrida,Medicago,0,539000000000,0,1,NA,NA,NA,0,46.63137209,46.63137209,16,2,0,2,0,0,0,Papilionoideae
Medicago_hypogaea,Medicago,0,3590000000000,0,1,NA,NA,NA,0,33.85016155,33.85016155,14,2,0,1,0,1,0,Papilionoideae
Medicago_intertexta,Medicago,6230000000000,8600000000000,3,1,NA,1,1,0,35.71182872,35.71182872,16,2,0,2,0,1,0,Papilionoideae
Medicago_laciniata,Medicago,5390000000000,16400000000000,6,1,NA,2,0,2,13.83832373,13.83832373,16,2,0,2,0,1,0,Papilionoideae
Medicago_lupulina,Medicago,56600000000000,52800000000000,25,1,28,1,1,3,36.30563226,36.30563226,16,2,0,2,0,0,0,Papilionoideae
Medicago_marina,Medicago,0,8900000000000,0,1,NA,NA,NA,0,38.13796149,38.13796149,16,2,0,2,0,0,0,Papilionoideae
Medicago_medicaginoides,Medicago,0,10700000000000,0,1,NA,NA,NA,2,43.29148654,43.29148654,16,2,0,2,0,1,0,Papilionoideae
Medicago_monantha,Medicago,582000000000,11900000000000,1,1,NA,NA,NA,1,35.27603536,35.27603536,44,6,1,4,1,0,1,Papilionoideae
Medicago_monspeliaca,Medicago,16400000000000,13700000000000,4,1,NA,NA,NA,3,39.11929705,39.11929705,16,2,0,2,0,1,0,Papilionoideae
Medicago_murex,Medicago,0,7420000000000,0,1,NA,NA,NA,0,37.62185772,37.62185772,14,2,0,1,0,1,0,Papilionoideae
Medicago_noeana,Medicago,0,1190000000000,0,1,NA,NA,NA,0,36.91611149,36.91611149,16,2,0,2,0,1,0,Papilionoideae
Medicago_orbicularis,Medicago,14500000000000,21400000000000,8,1,NA,1,1,3,39.22951887,39.22951887,16,2,0,2,0,1,0,Papilionoideae
Medicago_papillosa,Medicago,0,862000000000,0,1,NA,NA,NA,1,39.67143819,39.67143819,16,2,0,2,0,0,0,Papilionoideae
Medicago_polyceratia,Medicago,0,5950000000000,0,1,NA,NA,NA,0,32.18767388,32.18767388,28,4,1,3,1,1,1,Papilionoideae
Medicago_polymorpha,Medicago,43800000000000,16100000000000,30,1,NA,2,0,5,35.90556071,35.90556071,14,2,0,1,0,0,0,Papilionoideae
Medicago_praecox,Medicago,9780000000000,2810000000000,2,1,NA,NA,NA,0,39.83903327,39.83903327,14,2,0,1,0,1,0,Papilionoideae
Medicago_radiata,Medicago,790000000000,3880000000000,1,1,NA,NA,NA,1,37.32165736,37.32165736,16,2,0,2,0,1,0,Papilionoideae
Medicago_ruthenica,Medicago,0,10200000000000,0,1,NA,1,1,2,47.38076659,47.38076659,16,2,0,2,0,0,0,Papilionoideae
Medicago_sativa,Medicago,104000000000000,2510000000000,51,1,NA,3,0,6,13.71384711,13.71384711,32,5,1,3,1,0,1,Papilionoideae
Medicago_scutellata,Medicago,7520000000000,5710000000000,5,1,NA,1,1,1,38.04722988,38.04722988,32,5,1,3,1,0,1,Papilionoideae
Medicago_secundiflora,Medicago,0,3910000000000,0,1,NA,NA,NA,0,37.46843017,37.46843017,16,2,0,2,0,1,0,Papilionoideae
Medicago_soleirolii,Medicago,539000000000,2470000000000,1,1,NA,NA,NA,0,28.55837994,28.55837994,16,2,0,2,0,1,0,Papilionoideae
Medicago_suffruticosa,Medicago,0,1440000000000,0,1,NA,NA,NA,0,37.8462014,37.8462014,16,2,0,2,0,0,0,Papilionoideae
Medicago_truncatula,Medicago,7620000000000,8960000000000,1,1,NA,1,1,2,37.40641767,37.40641767,16,2,0,2,0,0,0,Papilionoideae
Medicago_turbinata,Medicago,0,10400000000000,0,1,NA,NA,NA,0,37.9325396,37.9325396,16,2,0,2,0,1,0,Papilionoideae
Melilotus_albus,Melilotus,36200000000000,41000000000000,22,1,NA,NA,NA,5,38.37683966,38.37683966,16,2,0,2,0,0,0,Papilionoideae
Melilotus_indicus,Melilotus,49200000000000,25200000000000,29,1,NA,1,1,5,29.40293849,29.40293849,16,2,0,2,0,1,0,Papilionoideae
Melilotus_officinalis,Melilotus,43000000000000,25900000000000,19,1,10,1,1,6,45.88771339,45.88771339,16,2,0,1,0,0,0,Papilionoideae
Melilotus_sulcatus,Melilotus,16400000000000,8440000000000,4,1,NA,NA,NA,1,36.78636783,36.78636783,16,2,0,2,0,1,0,Papilionoideae
Melolobium_obcordatum,Melolobium,0,2700000000000,0,1,NA,NA,NA,0,27.53376098,-27.53376098,18,2,0,2,0,0,0,Papilionoideae
Microlobius_foetidus,Microlobius,0,9230000000000,0,1,NA,2,0,0,5.16284123,-5.16284123,26,NA,NA,2,0,0,0,Mimosoid
Millettia_thonningii,Millettia,4380000000000,1480000000000,4,1,NA,NA,NA,2,7.81118696,7.81118696,16,1,0,2,0,0,0,Papilionoideae
Mimosa_aculeaticarpa,Mimosa,0,1600000000000,0,1,NA,NA,NA,0,23.5024378,23.5024378,52,4,1,4,1,0,1,Mimosoid
Mimosa_albida,Mimosa,4700589798,NA,2,1,NA,2,0,0,NA,NA,26,2,0,2,0,0,0,Mimosoid
Mimosa_debilis,Mimosa,0,NA,0,1,NA,NA,NA,0,NA,NA,52,4,1,4,1,0.033333333,1,Mimosoid
Mimosa_hirsutissima,Mimosa,0,4350000000000,0,1,NA,NA,NA,0,4.1018546,-4.1018546,26,2,0,2,0,0,0,Mimosoid
Mimosa_pigra,Mimosa,7260000000000,42600000000000,14,1,NA,2,0,3,1.62469983,1.62469983,26,2,0,2,0,0,0,Mimosoid
Mimosa_polycarpa,Mimosa,0,NA,0,1,NA,NA,NA,0,NA,NA,26,2,0,2,0,0.033333333,0,Mimosoid
Mimosa_pudica,Mimosa,30700000000000,16100000000000,50,1,NA,4,0,6,9.32751251,9.32751251,52,4,1,4,1,0,1,Mimosoid
Mimosa_quadrivalvis,Mimosa,1290000000000,21400000000000,4,1,NA,NA,NA,0,11.98397195,11.98397195,26,2,0,2,0,0,0,Mimosoid
Mimosa_somnians,Mimosa,0,15800000000000,0,1,NA,NA,NA,1,6.15014585,6.15014585,26,2,0,2,0,0,0,Mimosoid
Mimosa_tenuiflora,Mimosa,0,11000000000000,0,1,NA,NA,NA,2,8.80336654,8.80336654,26,2,0,2,0,0,0,Mimosoid
Mimozyganthus_carinatus,Mimozyganthus,0,523000000000,0,1,NA,NA,NA,1,30.83563357,-30.83563357,28,NA,NA,2,0,0,0,Mimosoid
Mirbelia_pungens,Mirbelia,0,2760000000000,0,1,NA,NA,NA,0,26.80239184,-26.80239184,16,NA,NA,2,0,0,0,Papilionoideae
Mucuna_nigricans,Mucuna,0,3210000000000,0,1,NA,NA,NA,0,21.93993429,21.93993429,22,2,0,2,0,0,0,Papilionoideae
Mundulea_sericea,Mundulea,2120000000000,20700000000000,2,1,NA,NA,NA,3,3.32137047,3.32137047,22,2,0,2,0,0,0,Papilionoideae
Neorautanenia_mitis,Neorautanenia,0,15100000000000,0,1,NA,NA,NA,2,5.67464587,5.67464587,22,NA,NA,2,0,0,0,Papilionoideae
Neptunia_monosperma,Neptunia,0,5610000000000,0,1,NA,NA,NA,0,23.16077529,-23.16077529,28,NA,NA,2,0,0,0,Mimosoid
Neptunia_oleracea,Neptunia,2055545262,34700000000000,1,1,NA,NA,NA,2,8.17614923,8.17614923,56,NA,NA,4,1,0,1,Mimosoid
Neptunia_plena,Neptunia,4450000000000,6700000000000,9,1,NA,NA,NA,1,11.89659651,11.89659651,75,NA,NA,6,1,0,1,Mimosoid
Neptunia_pubescens,Neptunia,0,1830000000000,0,1,NA,NA,NA,0,19.15791531,19.15791531,28,NA,NA,2,0,0,1,Mimosoid
Olneya_tesota,Olneya,0,768000000000,0,1,NA,NA,NA,0,27.58193304,27.58193304,18,2,0,2,0,0,0,Papilionoideae
Onobrychis_arenaria,Onobrychis,0,4780000000000,0,1,NA,NA,NA,0,43.70029865,43.70029865,14,2,0,1,0,0,0,Papilionoideae
Onobrychis_cyri,Onobrychis,0,4920000000000,0,1,NA,NA,NA,1,48.41342464,48.41342464,28,4,1,3,1,0,1,Papilionoideae
Onobrychis_transcaucasica,Onobrychis,0,2510000000000,0,1,NA,NA,NA,2,40.11503091,40.11503091,28,4,1,3,1,0,1,Papilionoideae
Onobrychis_viciifolia,Onobrychis,33400000000000,1890000000000,21,1,NA,1,1,2,46.66104323,46.66104323,28,4,1,3,1,0,1,Papilionoideae
Ononis_mitissima,Ononis,0,7170000000000,0,1,NA,NA,NA,0,36.34145256,36.34145256,30,4,1,3,1,1,1,Papilionoideae
Ononis_natrix,Ononis,9370000000000,10700000000000,1,1,NA,NA,NA,1,36.93878911,36.93878911,32,4,1,3,1,0,1,Papilionoideae
Ononis_rotundifolia,Ononis,0,1410000000000,0,1,NA,NA,NA,0,44.09075458,44.09075458,32,4,1,3,1,0,1,Papilionoideae
Ononis_serrata,Ononis,539000000000,11700000000000,1,1,NA,NA,NA,1,35.37832272,35.37832272,32,4,1,3,1,1,1,Papilionoideae
Ononis_vaginalis,Ononis,0,3020000000000,0,1,NA,NA,NA,0,29.74251309,29.74251309,32,4,1,3,1,0,1,Papilionoideae
Ophrestia_radicosa,Ophrestia,0,6530000000000,0,1,NA,NA,NA,0,3.35552793,-3.35552793,22,NA,NA,2,0,0,0,Papilionoideae
Ormocarpum_trichocarpum,Ormocarpum,0,10600000000000,0,1,NA,NA,NA,0,12.36080776,-12.36080776,24,2,0,2,0,0,0,Papilionoideae
Ormosia_henryi,Ormosia,0,2860000000000,0,1,NA,NA,NA,0,20.91981446,20.91981446,16,2,0,2,0,0,0,Papilionoideae
Ormosia_krugii,Ormosia,0,87369927785,0,1,NA,NA,NA,0,17.19296761,17.19296761,16,2,0,2,0,0,0,Papilionoideae
Ormosia_semicastrata,Ormosia,0,1120000000000,0,1,NA,NA,NA,0,22.80529782,22.80529782,16,2,0,2,0,0,0,Papilionoideae
Ornithopus_compressus,Ornithopus,18300000000000,7570000000000,4,1,NA,1,1,3,37.85351828,37.85351828,14,2,0,1,0,1,0,Papilionoideae
Ornithopus_perpusillus,Ornithopus,9530000000000,5530000000000,9,1,10,NA,NA,2,45.71810203,45.71810203,14,2,0,1,0,1,0,Papilionoideae
Ornithopus_pinnatus,Ornithopus,11100000000000,5750000000000,5,1,NA,NA,NA,0,39.18209087,39.18209087,14,2,0,1,0,1,0,Papilionoideae
Ornithopus_sativus,Ornithopus,23700000000000,3970000000000,13,1,NA,1,1,3,25.8039385,25.8039385,14,2,0,1,0,0,0,Papilionoideae
Ottleya_strigosa,Ottleya,0,3010000000000,0,1,NA,NA,NA,0,26.70297927,26.70297927,14,NA,NA,1,0,1,0,NA
Oxylobium_ellipticum,Oxylobium,0,1100000000000,0,1,NA,NA,NA,0,37.5996607,-37.5996607,16,NA,NA,2,0,0,0,Papilionoideae
Oxylobium_robustum,Oxylobium,0,2530000000000,0,1,NA,NA,NA,1,25.79163463,-25.79163463,16,NA,NA,2,0,0,0,Papilionoideae
Oxyrhynchus_volubilis,Oxyrhynchus,0,988000000000,0,1,NA,NA,NA,1,23.04533937,23.04533937,22,NA,NA,2,0,0,0,Papilionoideae
Oxytropis_arctica,Oxytropis,0,4610000000000,0,1,NA,NA,NA,0,57.65008403,57.65008403,96,12,1,9,1,0,1,Papilionoideae
Oxytropis_deflexa,Oxytropis,0,34400000000000,0,1,NA,NA,NA,2,52.88996636,52.88996636,16,2,0,2,0,0,0,Papilionoideae
Oxytropis_lambertii,Oxytropis,0,17600000000000,0,1,NA,NA,NA,0,45.5861914,45.5861914,48,6,1,5,1,0,1,Papilionoideae
Oxytropis_maydelliana,Oxytropis,0,5960000000000,0,1,NA,NA,NA,0,55.98878309,55.98878309,96,12,1,9,1,0,1,Papilionoideae
Oxytropis_pilosa,Oxytropis,0,23600000000000,0,1,NA,NA,NA,4,49.86941703,49.86941703,16,2,0,2,0,0,0,Papilionoideae
Oxytropis_sericea,Oxytropis,0,3420000000000,0,1,NA,NA,NA,0,39.27623486,39.27623486,48,6,1,5,1,0,1,Papilionoideae
Oxytropis_splendens,Oxytropis,0,1630000000000,0,1,NA,NA,NA,0,42.94065744,42.94065744,16,2,0,2,0,0,0,Papilionoideae
Pachyrhizus_erosus,Pachyrhizus,29100000000000,1330000000000,55,1,NA,2,0,7,8.73780415,8.73780415,22,2,0,2,0,0,0,Papilionoideae
Parapiptadenia_rigida,Parapiptadenia,2670000000000,1510000000000,1,1,NA,3,0,0,27.44343513,-27.44343513,26,NA,NA,2,0,0,0,Mimosoid
Paraserianthes_lophantha,Paraserianthes,13400000000000,8370000000000,13,1,NA,NA,NA,4,10.04267138,-10.04267138,26,NA,NA,2,0,0,0,Mimosoid
Parkia_biglandulosa,Parkia,2870000000000,807000000000,10,0,NA,NA,NA,2,21.61029237,21.61029237,26,NA,NA,2,0,0,0,Mimosoid
Parkinsonia_aculeata,Parkinsonia,42500000000000,17600000000000,26,0,NA,NA,NA,6,10.47457552,10.47457552,28,NA,NA,4,1,0,1,Caesalpinioideae
Parochetus_communis,Parochetus,268000000000,11300000000000,2,1,NA,NA,NA,2,14.64779606,14.64779606,16,2,0,2,0,0,0,Papilionoideae
Peltophorum_africanum,Peltophorum,4900000000000,9680000000000,7,1,NA,NA,NA,3,18.9588299,-18.9588299,26,NA,NA,4,1,0,0,Caesalpinioideae
Peltophorum_dubium,Peltophorum,3800000000000,11800000000000,6,0,NA,NA,NA,3,24.58551684,-24.58551684,26,NA,NA,4,1,0,0,Caesalpinioideae
Peltophorum_pterocarpum,Peltophorum,20000000000000,8830000000000,32,0,NA,NA,NA,7,2.53227517,2.53227517,26,NA,NA,4,1,0,0,Caesalpinioideae
Petalostylis_labicheoides,Petalostylis,0,6040000000000,0,0,NA,NA,NA,0,26.38076745,-26.38076745,28,NA,NA,2,0,0.063063063,0,Dialioideae
Petteria_ramentacea,Petteria,0,284000000000,0,1,NA,NA,NA,0,42.65139375,42.65139375,52,NA,NA,5,1,0,1,Papilionoideae
Phaseolus_acutifolius,Phaseolus,10700000000000,979000000000,7,1,NA,NA,NA,3,32.89681885,32.89681885,22,2,0,2,0,1,0,Papilionoideae
Phaseolus_coccineus,Phaseolus,37400000000000,3570000000000,31,1,NA,NA,NA,3,30.44236219,30.44236219,22,2,0,2,0,0,0,Papilionoideae
Phaseolus_filiformis,Phaseolus,0,1770000000000,0,1,NA,NA,NA,0,26.54462355,26.54462355,22,2,0,2,0,0,0,Papilionoideae
Phaseolus_lunatus,Phaseolus,40800000000000,272000000000,46,1,NA,2,0,5,9.90592018,9.90592018,22,2,0,2,0,0,0,Papilionoideae
Phaseolus_maculatus,Phaseolus,0,1360000000000,0,1,NA,NA,NA,0,25.9996614,25.9996614,22,2,0,2,0,0,0,Papilionoideae
Phaseolus_polystachios,Phaseolus,0,2380000000000,0,1,NA,NA,NA,0,37.06489832,37.06489832,22,2,0,2,0,0,0,Papilionoideae
Phaseolus_vulgaris,Phaseolus,48900000000000,2930000000000,49,1,NA,5,0,3,10.51720157,10.51720157,22,2,0,2,0,1,0,Papilionoideae
Phyllodium_pulchellum,Phyllodium,4700589798,14300000000000,2,1,NA,NA,NA,1,8.83878791,8.83878791,22,NA,NA,2,0,0,0,Papilionoideae
Phyllota_phylicoides,Phyllota,0,2530000000000,0,1,NA,NA,NA,0,25.79163463,-25.79163463,14,NA,NA,1,0,0,0,Papilionoideae
Pickeringia_montana,Pickeringia,0,474000000000,0,0,NA,NA,NA,0,28.18553821,28.18553821,28,NA,NA,3,1,0,1,Papilionoideae
Piptadenia_obliqua,Piptadenia,0,626000000000,0,1,NA,NA,NA,0,3.32798888,3.32798888,26,2,0,2,0,0,0,Mimosoid
Piptadenia_stipulacea,Piptadenia,0,NA,0,1,NA,1,1,0,NA,NA,26,2,0,2,0,0,0,Mimosoid
Piptanthus_nepalensis,Piptanthus,231000000000,5800000000000,1,1,NA,NA,NA,2,26.42720691,26.42720691,18,2,0,2,0,0,0,Papilionoideae
Piscidia_piscipula,Piscidia,2770000000000,1110000000000,3,1,NA,NA,NA,2,19.07652737,19.07652737,22,2,0,2,0,0,0,Papilionoideae
Pisum_sativum,Pisum,79000000000000,12300000000000,51,1,NA,1,1,3,32.8836943,32.8836943,14,2,0,1,0,0,0,Papilionoideae
Pithecellobium_dulce,Pithecellobium,25800000000000,17100000000000,39,1,NA,NA,NA,6,8.79750942,8.79750942,26,NA,NA,2,0,0,0,Mimosoid
Platylobium_formosum,Platylobium,0,2830000000000,0,1,NA,NA,NA,0,34.37660906,-34.37660906,16,NA,NA,2,0,0,0,Papilionoideae
Platylobium_obtusangulum,Platylobium,0,1280000000000,0,1,NA,NA,NA,0,36.69836819,-36.69836819,16,NA,NA,2,0,0,0,Papilionoideae
Platymiscium_pinnatum,Platymiscium,66288514196,NA,1,1,NA,NA,NA,0,NA,NA,20,1,0,2,0,0,0,Papilionoideae
Podalyria_sericea,Podalyria,117000000000,2670000000000,2,1,NA,1,1,1,25.48651667,-25.48651667,18,2,0,2,0,0,0,Papilionoideae
Podolobium_ilicifolium,Podolobium,0,2760000000000,0,1,NA,NA,NA,0,26.80239184,-26.80239184,16,NA,NA,2,0,0,0,Papilionoideae
Poiretia_punctata,Poiretia,0,238000000000,0,1,NA,NA,NA,0,17.2299188,17.2299188,20,NA,NA,2,0,0.123931624,0,Papilionoideae
Prosopis_africana,Prosopis,0,14200000000000,0,1,NA,NA,NA,2,16.99333532,16.99333532,28,NA,NA,2,0,0,0,Mimosoid
Prosopis_cineraria,Prosopis,2250000000000,8100000000000,2,1,NA,1,1,8,25.71605681,25.71605681,28,NA,NA,2,0,0,0,Mimosoid
Prosopis_glandulosa,Prosopis,23400000000000,2670000000000,13,1,NA,NA,NA,4,27.34254024,27.34254024,28,NA,NA,2,0,0,0,Mimosoid
Prosopis_juliflora,Prosopis,29100000000000,14500000000000,31,1,NA,2,0,3,18.92656963,18.92656963,28,NA,NA,2,0,0,0,Mimosoid
Prosopis_laevigata,Prosopis,0,3420000000000,0,1,NA,NA,NA,2,6.63149697,6.63149697,28,NA,NA,2,0,0,0,Mimosoid
Prosopis_nigra,Prosopis,0,4440000000000,0,1,NA,NA,NA,1,28.89789088,-28.89789088,28,NA,NA,2,0,0,0,Mimosoid
Prosopis_pallida,Prosopis,10800000000000,405000000000,4,1,NA,NA,NA,4,6.66875068,-6.66875068,28,NA,NA,2,0,0,0,Mimosoid
Prosopis_tamarugo,Prosopis,0,57065627652,0,1,NA,NA,NA,0,19.70296898,-19.70296898,28,NA,NA,2,0,0,0,Mimosoid
Prosopis_velutina,Prosopis,3470000000000,1370000000000,2,1,NA,NA,NA,0,27.77214475,27.77214475,28,NA,NA,2,0,0,0,Mimosoid
Pseudeminia_comosa,Pseudeminia,0,2990000000000,0,1,NA,NA,NA,0,12.99390002,-12.99390002,22,NA,NA,2,0,0,0,Papilionoideae
Pseudovigna_argentea,Pseudovigna,392000000000,2720000000000,2,1,NA,NA,NA,0,1.5971019,1.5971019,22,NA,NA,2,0,0,0,Papilionoideae
Psophocarpus_scandens,Psophocarpus,3370000000000,12700000000000,5,1,NA,NA,NA,3,4.90145755,-4.90145755,18,2,0,2,0,0,0,Papilionoideae
Psophocarpus_tetragonolobus,Psophocarpus,26600000000000,1050000000000,22,1,NA,NA,NA,4,2.59999035,-2.59999035,19,2,0,2,0,0,0,Papilionoideae
Psorothamnus_fremontii,Psorothamnus,0,1210000000000,0,0,NA,NA,NA,0,37.45547727,37.45547727,20,NA,NA,2,0,0,0,Papilionoideae
Pterocarpus_indicus,Pterocarpus,5360000000000,7390000000000,14,1,NA,1,1,3,4.25613314,4.25613314,44,4,1,4,1,0,1,Papilionoideae
Pterocarpus_macrocarpus,Pterocarpus,8040000000000,4590000000000,4,1,NA,NA,NA,2,19.7136982,19.7136982,22,2,0,2,0,0,0,Papilionoideae
Pterodon_emarginatus,Pterodon,0,4660000000000,0,0,NA,NA,NA,4,3.96193951,-3.96193951,16,NA,NA,2,0,0,0,Papilionoideae
Pterogyne_nitens,Pterogyne,824000000000,10500000000000,1,0,NA,NA,NA,2,18.33684594,-18.33684594,20,NA,NA,3,1,0,1,Caesalpinioideae
Pueraria_montana,Pueraria,4680000000000,9760000000000,11,1,NA,NA,NA,7,1.22280551,1.22280551,22,NA,NA,2,0,0,0,Papilionoideae
Pueraria_phaseoloides,Pueraria,16700000000000,8370000000000,25,1,NA,1,1,6,7.92125254,7.92125254,22,NA,NA,2,0,0,0,Papilionoideae
Pultenaea_blakelyi,Pultenaea,0,802000000000,0,1,NA,NA,NA,0,32.17021086,-32.17021086,16,2,0,2,0,0,0,Papilionoideae
Pultenaea_daphnoides,Pultenaea,115000000000,3810000000000,1,1,NA,NA,NA,0,34.81475557,-34.81475557,16,2,0,2,0,0,0,Papilionoideae
Pultenaea_densifolia,Pultenaea,0,1210000000000,0,1,NA,NA,NA,0,31.4539516,-31.4539516,16,2,0,2,0,0,0,Papilionoideae
Pultenaea_flexilis,Pultenaea,0,2530000000000,0,1,NA,NA,NA,0,25.79163463,-25.79163463,16,2,0,2,0,0,0,Papilionoideae
Pultenaea_myrtoides,Pultenaea,0,2530000000000,0,1,NA,NA,NA,0,25.79163463,-25.79163463,16,2,0,2,0,0,0,Papilionoideae
Pultenaea_scabra,Pultenaea,0,2010000000000,0,1,NA,NA,NA,0,31.74043124,-31.74043124,16,2,0,2,0,0,0,Papilionoideae
Pultenaea_stipularis,Pultenaea,0,802000000000,0,1,NA,NA,NA,0,32.17021086,-32.17021086,16,2,0,2,0,0,0,Papilionoideae
Pultenaea_tenuifolia,Pultenaea,0,3810000000000,0,1,NA,NA,NA,0,34.71005178,-34.71005178,16,2,0,2,0,0,0,Papilionoideae
Pultenaea_verruculosa,Pultenaea,0,2530000000000,0,1,NA,NA,NA,0,25.46607155,-25.46607155,14,2,0,1,0,0,0,Papilionoideae
Retama_monosperma,Retama,10800000000000,4230000000000,4,1,NA,1,1,1,31.79177941,31.79177941,48,NA,NA,5,1,0,1,Papilionoideae
Retama_raetam,Retama,1440000000000,8040000000000,2,1,NA,1,1,1,30.77954673,30.77954673,48,NA,NA,5,1,0,1,Papilionoideae
Retama_sphaerocarpa,Retama,2890000000000,3460000000000,2,1,NA,2,0,0,34.66170169,34.66170169,48,NA,NA,5,1,0,1,Papilionoideae
Rhynchosia_minima,Rhynchosia,16858731371,59100000000000,1,1,NA,1,1,3,9.98521864,9.98521864,22,2,0,2,0,0,0,Papilionoideae
Robinia_hispida,Robinia,6750000000000,2460000000000,11,1,NA,NA,NA,1,34.64423126,34.64423126,30,3,1,3,1,0,1,Papilionoideae
Robinia_pseudoacacia,Robinia,37600000000000,20700000000000,26,1,NA,NA,NA,8,49.0674765,49.0674765,22,2,0,2,0,0,0,Papilionoideae
Robinia_viscosa,Robinia,7890000000000,1390000000000,9,1,NA,NA,NA,1,39.98053909,39.98053909,20,2,0,2,0,0,0,Papilionoideae
Schizolobium_parahyba,Schizolobium,11000000000000,9850000000000,10,0,NA,NA,NA,2,3.499745,3.499745,24,NA,NA,3,1,0,1,Caesalpinioideae
Schotia_brachypetala,Schotia,4530000000000,3860000000000,5,0,NA,NA,NA,4,21.72947512,-21.72947512,24,NA,NA,3,1,0,1,Detarioideae
Scorpiurus_muricatus,Scorpiurus,268000000000,15600000000000,2,1,NA,NA,NA,1,33.31893815,33.31893815,28,4,1,3,1,1,1,Papilionoideae
Securigera_securidaca,Securigera,9750000000000,5560000000000,4,1,NA,NA,NA,3,38.73265964,38.73265964,12,2,0,1,0,1,0,Papilionoideae
Securigera_varia,Securigera,29900000000000,18300000000000,15,1,NA,NA,NA,5,46.56016777,46.56016777,24,4,1,2,0,0,0,Papilionoideae
Senna_alexandrina,Senna,2020000000000,19100000000000,9,0,NA,NA,NA,1,19.6454854,19.6454854,28,NA,NA,4,1,0,1,Caesalpinioideae
Senna_candolleana,Senna,0,NA,0,0,NA,NA,NA,0,NA,NA,28,NA,NA,4,1,0.027777778,1,Caesalpinioideae
Senna_didymobotrya,Senna,6790000000000,11200000000000,20,0,NA,NA,NA,5,3.47151569,3.47151569,28,NA,NA,4,1,0,1,Caesalpinioideae
Senna_obtusifolia,Senna,37500000000000,2060000000000,20,0,NA,NA,NA,5,0.53922465,0.53922465,26,NA,NA,4,1,0,1,Caesalpinioideae
Senna_occidentalis,Senna,30200000000000,27500000000000,48,0,NA,NA,NA,6,7.58692452,7.58692452,28,NA,NA,4,1,0,1,Caesalpinioideae
Senna_pendula,Senna,7030000000000,131000000000,7,0,NA,NA,NA,1,7.28863437,-7.28863437,28,NA,NA,4,1,0,1,Caesalpinioideae
Senna_reticulata,Senna,0,14200000000000,0,0,NA,NA,NA,0,6.82754923,6.82754923,28,NA,NA,4,1,0,1,Caesalpinioideae
Senna_surattensis,Senna,8970000000000,17100000000000,27,0,NA,NA,NA,3,10.44699464,10.44699464,30,NA,NA,4,1,0,1,Caesalpinioideae
Senna_tora,Senna,9940000000000,14600000000000,19,0,NA,NA,NA,5,20.39146654,20.39146654,26,NA,NA,4,1,0,1,Caesalpinioideae
Sesbania_cannabina,Sesbania,6670000000000,10300000000000,9,1,NA,3,0,4,5.43986796,5.43986796,24,4,1,2,0,0,0,Papilionoideae
Sesbania_drummondii,Sesbania,0,1270000000000,0,1,NA,NA,NA,2,25.63312311,25.63312311,12,2,0,1,0,0,0,Papilionoideae
Sesbania_grandiflora,Sesbania,17500000000000,2380000000000,39,1,NA,1,1,8,0.28125397,0.28125397,24,4,1,2,0,0,0,Papilionoideae
Sesbania_herbacea,Sesbania,0,2690000000000,0,1,NA,1,1,3,33.64704721,33.64704721,12,2,0,1,0,0,0,Papilionoideae
